大李水餃,106台北市大安區和平東路二段118巷54弄35號
台灣三菱電梯股份有限公司,106大安區復興南路二段363號
龍石鍋物 新北永安店,23574新北市中和區中和路380號
九乘九文具專家(永和頂溪店),234新北市永和區永和路二段62號
千葉火鍋(金城尊爵館),236新北市土城區金城路三段200之11號
龜叟の什錦麵,234新北市永和區保平路215號
尋真門,中國山东省青岛市崂山区212省道
山西刀削麵,10491台北市中山區北安路563號
福隆鄉野便當中和分店,235新北市中和區景平路503號
北后宮,231新北市新店區安業街215巷12號
臺北101水舞廣場,110台北市信義區
優聖美地鄉村渡假別墅,231新北市新店區屈尺里頂石厝路10號
Ladies Market,香港旺角通菜街
YELLOWHITE 黃白小屋,23576新北市中和區中安街234號
阿潘廚房,10473台北市中山區建國北路三段93巷5弄3號
NOVA資訊廣場中壢店,320桃園市中壢區中正路389號
墾丁競技飛靶場-實彈打靶，合法靶場，一般民眾可體驗，全年無休,946屏東縣恆春鎮坑內路7號
關廟休息站北向,719台南市龍崎區12之1號
墾丁好消息民宿,946屏东恒春镇恆南路2巷13-7號
西友超市Seiyu Sunshine Seiyu store,日本〒170-0013 Tōkyō-to, Toshima City, Higashiikebukuro, 4-chōme−27−１０
松屋 淺草吾妻橋店,日本〒111-0034 Tōkyō-to, Taito City, Kaminarimon, 2-chōme−19−13
Minoringo,westビル 1F 1-chōme-22-7 Jingūmae, Shibuya City, Tōkyō-to 150-0001日本
豚骨拉麵 博多風龍,日本〒110-0005 Tōkyō-to, Taito City, Ueno, 6-chōme−14−9
POYA 寶雅 永和中正店,234新北市永和區中正路239號
AQUA CiTY台場,日本〒135-0091 Tōkyō-to, Minato City, Daiba, 1-chōme−7−1
大山羊肉爐,944屏東縣車城鄉溫泉路113號
艋舺原汁排骨湯,100台北市中正區臨沂街56之1號
干城站,400台中市中區
獨一牛肉麵,402台中市南區南門路27號號
Muckross House,The National Park, Dromyrourk, Killarney, Co. Kerry, 愛爾蘭
艾爾廣場,愛爾蘭 County Galway, Galway
Dog's Bay,Ervallagh, Roundstone, Co. Galway, 愛爾蘭
康尼瑪拉國家公園,愛爾蘭 County Galway, Letterfrack
巴利克羅伊國家公園,Ballycroy, Westport, Co. Mayo, 愛爾蘭
St George's Market,12-20 East Bridge St, Belfast BT1 3NQ英國
Botanic Gardens,College Park, Botanic Avenue, Belfast BT7 1LP英國
National Trust - The Corner House,1 Main St, Cushendun, Ballymena BT44 0PH英國
Joy Inn,25-33 Dublin Rd, Belfast BT2 7HB英國
Ashford Castle,Ashford Castle Estate, Leaf Island, Cong, Co. Mayo, F31 CA48愛爾蘭
Galway Tourist Information Centre,Forster St, Galway, H91 C9Y3愛爾蘭
Golden Rickshaw,20 Mary St, Galway, H91 K2F4愛爾蘭
KillarneyInn,Beside INEC Muckross Road Next door to HolidayINN 300m From Town Centre, Cahernane Meadows, Woodlawn, Killarney, Co. Kerry, V93 V602愛爾蘭
Phoenix House Chinese Restaurant,愛爾蘭 County Kerry, Killarney, Moyeightragh, Fair Hill
Hannigans Bar & Restaurant,Kenmare Pl, Killarney, Co. Kerry, V93 PXK3愛爾蘭
Kilkenny Design Restaurant,Castle Rd, Collegepark, Kilkenny, 愛爾蘭
王記非常麵,106台北市大安區安東街50-1號
Golden Corral Buffet & Grill,3580 Stockton Hill Rd, Kingman, AZ 86409美國
Holiday Inn Hotel and Suites Anaheim,1240 S Walnut St, Anaheim, CA 92802美國
Panda Express,1722 S Victoria Ave, Ventura, CA 93003美國
New Balance Factory Store Camarillo,500 Ventura Blvd Suite 1500, Camarillo, CA 93010美國
The Grand Hotel at the Grand Canyon,149 AZ-64, Grand Canyon Village, AZ 86023美國
Bitter Lake National Wildlife Refuge,4200 E Pine Lodge Rd, Roswell, NM 88201美國
Juan's Cactus Cafe,3199 N White Sands Blvd, Alamogordo, NM 88310美國
Twisters,4257 Isleta Blvd SW, Albuquerque, NM 87105美國
Plaza Bonita,352 AZ-64, Grand Canyon Village, AZ 86023美國
Tom & Suzie's Diner,2001 Navajo Blvd, Holbrook, AZ 86025美國
Smiley's Cafe,3199 N White Sands Blvd # C9, Alamogordo, NM 88310美國
Walmart Supercenter,4500 N Main St a, Roswell, NM 88201美國
Hunan Chinese Restaurant,1000 W Hobbs St, Roswell, NM 88203美國
Cactus Cafe,Carlsbad, NM 88220美國
Terlingua Ranch Lodge,16000 Terlingua Ranch Rd, 29.4525654, -103.3941576, Terlingua, TX 79852美國
Happy Dragon,4002 S Cedar St, Pecos, TX 79772美國
Ft Davis Gas,State St, Fort Davis, TX 79734美國
Cottonwood General Store,53710 TX-118, Terlingua, TX 79852美國
Pecos River Bridge,River Rd, Texas 79772美國
Alon Gas Station,701 E Oak St, Sanderson, TX 79848美國
名廚排骨,110台北市信義區松壽路11號
流行服飾館思夢樂-善導寺站前店,100台北市中正區忠孝東路一段86號
清祥海產店,10491台北市中山區遼寧街52號
來碗Laksa,10062台北市中正區濟南路二段60之5號
Kushiro Century Castle Hotel,2-5 Ōkawachō, Kushiro, Hokkaido 085-0837日本
牛耳藝術渡假村,545南投縣埔里鎮中山路四段1號
知床自然中心,日本〒099-4356 Hokkaido, Shari-gun, Shari, Onnebetsumura, 531
印度皇宮101店(101美食街),110台北市信義區信義路五段7號
奥入瀬渓流館,日本〒034-0301 Aomori, Towada, Okuse, Tochikubo−183
北こぶし知床 ホテル＆リゾート,日本〒099-4355 Hokkaido, Shari-gun, Shari, Utorohigashi, 172
Nakamuraya Ryokan,日本〒060-0003 Hokkaido, Sapporo, Chūō-ku, Kita 3 Jōnishi, 7-chōme−1-1 緑苑ビル緑苑ビル住宅
Shiretoko Goko Field House,Onnebetsumura, Shari, Shari-gun, Hokkaido 099-4356日本
湖畔展望台,日本〒099-4356 Hokkaido, Shari-gun, Shari, Onnebetsumura
Abashiri Prison Museum,1 Yobito, Abashiri, Hokkaido 099-2421日本
土狗幫熱炒燒烤,106台北市大安區新生南路一段147-2號
天香樓mini 統一時代店,110台北市信義區忠孝東路五段8號B2
Tokyo Curry東京咖哩 統一時代店,110台北市信義區忠孝東路五段8號
角子虎北方水餃館(中信店）,115台北市南港區
魏姐包心粉圓 中信店,115台北市南港區經貿二路186號C棟
鶴龜屋食堂,日本〒039-3501 Aomori, Asamushi, Hotarudani−293-14
Nambuya Kaisenkaku,Hotarudani-31 Asamushi, Aomori, 039-3501日本
Tsugaruji,1-chōme-1-1 Yanakawa, Aomori, 038-0012日本
翰林茶館,100台北市中正區北平西路3號
中壢服務區,320桃園市中壢區
耕讀園市政店,407台中市西屯區市政路109號
車勢-振榮汽車,40341台中市西區忠明路124號
阿Q茶舍,407台中市西屯區大墩路950號
鶿克米 TSUKUMI,110台北市信義區忠孝東路五段68號
蔬坊 The Greenery SALAD & CAFE Nangang,115台北市南港區忠孝東路七段371號
敦煌畫廊,106台北市大安區青田街8巷12號
miso日式食堂,106台北市大安區泰順街42-9號
紅爐牛排館,100台北市中正區仁愛路二段32號
蕙風堂筆墨有限公司,106台北市大安區和平東路一段123號
嚼活麵疙瘩手工麵館,111台北市士林區福國路6號
中央廣播電台-台灣之音,10491台北市中山區北安路55號
故宮晶華,111台北市士林區至善路二段221號
福州光餅,106台北市大安區杭州南路二段25巷9號
華美新古典麵食館,106台北市大安區浦城街26巷2號
山東姥姥麵食,112台北市北投區石牌路一段71巷3弄2號
秋吉串燒,104台北市中山區林森北路502號
八投肉羹,110台北市信義區永吉路326巷17號
綻堂蒔光,No. 302號迪化街一段大同區台北市103
小倉屋鰻魚飯,106台北市大安區光復南路280巷27號
新田鰻味屋 永康店,106台北市大安區永康街2巷1號
雋永邨 台灣小吃 河南店,407台中市西屯區河南路二段500-10號
秀羽素食館 台中逢甲店,407台中市西屯區河南路二段467號
梅西小賣所,406台中市北屯區山西路三段159號
旗山三合院民宿,842高雄市旗山區廣福里中興街6號
留蘭香,100台北市中正區忠孝東路二段112號
至善水電行,106台北市大安區金山南路二段125號
禾禾豆漿店,106台北市大安區金華街118號
木侖花生糖,830高雄市鳳山區五甲二路559號
花群髮藝 Fortune & Beauty,106台北市大安區濟南路三段16號
崇德飯包,110台北市信義區崇德街116號
來來生活百貨,100台北市中正區連雲街89號
一成蔬果店,100台北市中正區連雲街71號
牛肉王無國界料理,235新北市中和區景新街362巷8號
好樣廚房 VVG Bistro,104台北市中山區遼寧街199巷5號
上菜囉!!Viva la fete,106台北市大安區濟南路三段40號
北平上園樓(山西餐廳),100台北市中正區林森南路4號
南門市場,100台北市中正區
呈信傳統鵝肉店-興南店,號, No. 50興南路一段中和區新北市235
國王烘焙 Roi Du Pain,106台北市大安區大安路一段96巷1號
新港茶餐廳,115台北市南港區忠孝東路七段339號
蓮華素食自助餐,403台中市西區五權五街83號
麵屋武藏-虎洞,110台北市信義區松高路16號
鴨霸王,111台北市士林區中山北路六段299號
東方霸黃牛肉麵,100台北市中正區杭州南路一段57號
饌玉豐,100台北市中正區青島東路7-5號
集客人間茶館-杭州店,100台北市中正區杭州南路一段23號
Rugosa,4885 US-6, Eastham, MA 02642美國
中天眼鏡-建國一店,10491台北市中山区建國北路一段60號
育成洗車中心,106台北市大安區建國南路一段198號
斐瑟髮廊台北,106台北市大安区仁愛路四段77號
新廣生藥局,106台北市大安區仁愛路四段32號
甘泉魚麵 新生店,100台北市大安區新生南路一段112之1號
玖伍牛肉麵店,100台北市中正區新生南路一段54巷22號
軒維小廚,106台北市大安區仁愛路四段112巷17號
賴記傳統美食天母米苔目,111台北市士林區中山北路六段241號
天命庵,100台北市中正區徐州路34號
老蔡水煎包 忠孝店,106台北市大安區忠孝東路三段301號
坪林森林公園,406台中市太平區
巧味台菜海鮮餐廳,106台北市大安區麗水街4號
麗園壽司,100台北市中正區連雲街74-3號
1789 Café Pâtisserie 法式甜點 仁愛店,No. 97-1號仁愛路二段中正區台北市100
郎哥台南意麵,100台北市中正區濟南路二段53之8號
翠林越南餐廳,106台北市大安區忠孝東路三段10巷16號
小川咖哩,106台北市大安區濟南路三段13之2號
四知堂,106台北市大安區濟南路三段18號
詠豐堂 EIHODO,No. 27-2濟南路三段大安區台北市106
泰讚泰式料理,100台北市中正區信義路二段285號
福圓號真功夫養生饅頭（東門永康店）,號, No. 216信義路二段大安區台北市106
北投老又新牛肉麵,114台北市內湖區成功路四段204號
梅門食堂,106台北市大安區麗水街38號
皇家牛肉麵,100台北市中正區青島東路9號
清白公園,114台北市內湖區成功路四段167巷
成功公園,114台北市內湖區
南港公園,115台北市南港區東新街170號
下塔悠公園,10491台北市中山區樂群一路
信義安康社區公園,110台北市信義區松勇路
二叭子植物園,231新北市新店區雙城路279號
雙溪公園,111台北市士林區福林路307號
根德水車園區,252新北市三芝區淡金路一段81號
美崙公園,111台北市士林區美崙街152巷
木屐寮農莊,252新北市三芝區圓山村4鄰38號
Lake Crescent Lodge,416 Lake Crescent Rd, Port Angeles, WA 98363美國
Scottish Seabird Centre,The Harbour, North Berwick EH39 4SS英國
Tantallon Castle,North Berwick EH39 5PN英國
all'Onda 浪。義大利慢食廚房,804高雄市鼓山區青海路185號
人生風景 Café 鳳山簡餐｜鳳山美食｜鳳山咖啡,830高雄市鳳山區經武路20號
波市多拿坡里披薩Posto Pizza Napoletana,813高雄市左營區至聖路289號
肉多多火鍋-左營明誠店,813高雄市左營區明誠二路316號
林記豆漿店,804高雄市鼓山區華榮路374號
牛老大涮牛肉(二店),801高雄市前金區自強三路281號
樓上餐桌 早午餐BRUNCH,813高雄市左營區至聖路312號
茉荳獨享鍋,807高雄市三民區博愛一路10號
常鶴平價鐵板燒,807高雄市三民區十全一路454號
酷多思kudos coffee,813高雄市左營區裕誠路455號
艾爾咖啡,804高雄市鼓山區美術北三路91號
五鮮級平價鍋物 鼓山大順店,804高雄市鼓山區大順一路467號
JCAFE,801高雄市前金區中華三路6號
打狗霸博愛店Takao1972 Boai,No. 338號, 博愛一路三民區高雄市807
臻美早餐店,804高雄市鼓山區大順一路636號
江豪記臭豆腐王（高雄富國店）,813高雄市左營區富國路230號
老新台菜,807高雄市三民區十全三路265號
春水堂(高雄左營店),813高雄市左營區高鐵路123號本館3F
季洋莊園咖啡酒館鳳山旗艦店,830高雄市鳳山區三民路301號
邦彼諾 Bambino,1 No. 4號, 港西街仁愛區基隆市200
201 Cafe Restaurant,No. 201漢中街萬華區台北市108
喬義思choice窯烤手作廚房基隆海洋都會店,200基隆市仁愛區仁二路236號
多一點咖啡 A little more,804高雄市鼓山區美術館路85號
懿品小珍 城上城店,204基隆市安樂區麥金路231-10號
麥味登基隆長庚店,204基隆市安樂區麥金路231-8號
中國信託銀行 博愛分行,813高雄市左營區博愛二路88號
千房大阪燒 漢神巨蛋店,813高雄市左營區博愛二路777號
茶鮮,813高雄市左營區富國路137號
烏弄原生茶飲-明誠店,804高雄市鼓山區明誠三路714號號
格言咖啡,804高雄市鼓山區美術東五路50號
原動力早餐明倫店,804高雄市鼓山區明倫路448號
波隆那,807, No. 5重慶街335巷三民區高雄市807
四季台安醫院,807高雄市三民區聯興路157號
Clayton Bay Hotel,3-3 Tsukijichō, Kure, Hiroshima 737-0822日本
海軍さんの麦酒舘,日本〒737-0046 Hiroshima, Kure, Nakadōri, 1-chōme−1−2
利根 本店,日本〒737-0032 Hiroshima, Kure, Honmachi, 2−2
お好み焼き 飛龍,日本〒737-0046 Hiroshima, Kure, Nakadōri, 4-chōme−2−11
Moriichi,2-chōme-24-6 Kanda Jinbōchō, Chiyoda City, Tōkyō-to 101-0051日本
水果蛋糕 Harbs,日本〒171-0021 Tōkyō-to, Toshima City, Nishiikebukuro, 1-chōme−11−1 ルミネ池袋1F
Hontosaya,3-chōme-1-9 Nishiasakusa, Taito City, Tōkyō-to 111-0035日本
Coco brunch 早午餐,804高雄市鼓山區中華一路403-11號
捷運凹子底站,813高雄市鼓山區博愛二路21號
何嘉仁書局,200基隆市仁愛區仁一路299號
信光眼科診所,202基隆市中正區信一路162號
基隆小羅牛肉麵,203基隆市中山區西定路113號
歐客佬咖啡農場,804高雄市左營區明倫路85號
莎士比亞烘焙坊 美術館店,804高雄市鼓山區美術東二路51號
咖啡中學-左屏商行,804高雄市鼓山區青海路392號
威廉泰爾鄉村料理餐坊辛亥店,813高雄市左營區辛亥路105號
鴨伯仔鴨肉店,804高雄市鼓山區號No. 1600裕誠路
笨蛋工作室 台中密室逃脫館,403台中市西區台灣大道二段186號
高雄龐奇桌遊餐廳,802高雄市苓雅區泰順街29號
茶六,813高雄市左營區博愛二路238號
拉波米,813高雄市左營區裕誠路360號
小文魯肉飯、清肉羹,203基隆市中山區安一路44號
阿西炒麵飯,203基隆市中山區新民路38號
貝利廚房 Ms.Belly,202基隆市中正區信三路19號
中華加熱式滷味,201基隆市信義區信二路204號
阿亮飯糰,813高雄市左營區富國路255號
木野和風家庭料理,204基隆市安樂區安和一街2巷30號
韓國Bon Gouees 碰咕食米漢堡,11072台北市信義區菸廠路88號
明儀倉庫書店,80794高雄市三民區明福街2號
柒五参咖啡館 Seven Five Three Café,800高雄市新興區民生一路158號
武林茶文創人文茶坊高雄富國店,No. 103號富國路左營區高雄市813
澄清眼科 明誠院區,813高雄市左營區明誠二路541號馨惠馨醫院眼科部
《日日裝茶》台北南西店,10491台北市中山區南京西路8號
Between服飾中山店,10491台北市中山区中山北路二段36巷19號
WASD Store,10491台北市中山區中山北路二段36巷21 號
0416x1024 life shop,10491台北市中山區中山北路二段20巷18號
永亨無骨炸雞,201基隆市信義區義七路4號
On the Road 義式手工冰淇淋專賣店,111台北市士林區忠誠路二段136號
茶珍圓,106台北市大安區復興南路一段107巷27號
新秘 Ariesy愛瑞思 新娘課程 教學 鮮花編髮 造型團隊,242新北市新莊區昌平街342號1F
老江湖家常菜,80453高雄市鼓山區南屏路581號
一心保齡球館,701台南市東區中華東路一段26號
初韻-好韻茶TrueWin 基隆廟口店,200基隆市仁愛區仁一路321號
